Student Enrolment Key,Unit of Study Identifier,Semester,Mode of Study,Gender,Age Category,Dom/Int,Mark,Canvas access Week 1,Canvas access Week 2,Canvas access Week 3,Canvas access Week 4,Canvas access Week 5,Canvas access Week 6,Canvas access Week 7,Canvas access Week 8,Canvas access Week 9,Canvas access Week 10,Canvas access Week 11,Canvas access Week 12,Canvas access Week 13,Canvas access Mid-semester break,Canvas access STUVAC
1535,UNIT X,1,Full Time,M,19-21,Domestic,96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1536,UNIT O,1,Full Time,F,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1537,UNIT O,1,Full Time,M,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1538,UNIT M,1,Full Time,M,22-25,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1539,UNIT O,1,Full Time,F,19-21,Domestic,75,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1540,UNIT S,1,Full Time,M,22-25,Domestic,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1541,UNIT S,1,Full Time,F,19-21,Domestic,51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1542,UNIT T,2,Full Time,M,19-21,Domestic,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1543,UNIT K,1,Full Time,F,19-21,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1544,UNIT S,1,Full Time,F,18 and Under,Domestic,91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1545,UNIT H,2,Full Time,M,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1546,UNIT O,1,Full Time,F,19-21,International,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1547,UNIT S,2,Part Time,M,Over 25,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1548,UNIT V,2,Full Time,M,18 and Under,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1549,UNIT A,1,Full Time,F,19-21,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1550,UNIT S,1,Full Time,F,19-21,International,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1551,UNIT O,1,Full Time,F,19-21,Domestic,81,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1552,UNIT H,2,Full Time,M,19-21,International,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1553,UNIT S,2,Full Time,F,19-21,International,69,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0
1554,UNIT O,1,Full Time,M,19-21,International,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1555,UNIT Y,1,Full Time,M,19-21,International,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1556,UNIT T,2,Part Time,M,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1557,UNIT Q,2,Full Time,F,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1558,UNIT H,2,Full Time,F,18 and Under,International,75,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1559,UNIT H,2,Full Time,M,19-21,International,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1560,UNIT S,1,Full Time,M,19-21,Domestic,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1561,UNIT K,1,Full Time,F,19-21,Domestic,43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1562,UNIT V,2,Full Time,M,19-21,Domestic,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1563,UNIT V,2,Full Time,M,19-21,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1564,UNIT K,1,Full Time,M,22-25,International,24,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
1565,UNIT G,2,Full Time,M,19-21,Domestic,44,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
1566,UNIT O,1,Full Time,F,18 and Under,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1567,UNIT G,2,Full Time,M,18 and Under,Domestic,60,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1
1568,UNIT V,2,Full Time,F,19-21,Domestic,36,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1569,UNIT H,2,Full Time,M,19-21,International,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1570,UNIT X,2,Full Time,M,19-21,International,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1571,UNIT H,2,Full Time,F,19-21,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1572,UNIT T,2,Full Time,F,19-21,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1573,UNIT K,1,Full Time,M,19-21,Domestic,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1574,UNIT Q,2,Full Time,F,19-21,Domestic,55,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
1575,UNIT O,1,Full Time,M,18 and Under,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1576,UNIT S,1,Full Time,F,19-21,International,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1577,UNIT S,1,Full Time,F,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1578,UNIT G,2,Full Time,F,19-21,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1579,UNIT S,1,Full Time,F,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
1580,UNIT C,1,Full Time,F,19-21,Domestic,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1581,UNIT V,2,Full Time,F,18 and Under,Domestic,58,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
1582,UNIT Q,2,Full Time,F,18 and Under,Domestic,61,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
1583,UNIT O,1,Full Time,M,19-21,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1584,UNIT Y,1,Full Time,M,18 and Under,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1585,UNIT K,1,Full Time,F,22-25,Domestic,67,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1586,UNIT V,2,Full Time,F,19-21,International,70,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1587,UNIT H,2,Full Time,M,19-21,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1588,UNIT H,2,Full Time,F,19-21,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1589,UNIT H,2,Full Time,M,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1590,UNIT H,2,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1591,UNIT Q,2,Part Time,F,19-21,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1592,UNIT O,1,Full Time,M,19-21,International,28,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1593,UNIT O,1,Full Time,M,19-21,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1594,UNIT H,2,Full Time,F,19-21,International,80,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1595,UNIT S,2,Full Time,F,19-21,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1596,UNIT K,1,Full Time,M,19-21,Domestic,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1597,UNIT M,1,Full Time,M,19-21,International,70,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1598,UNIT S,2,Full Time,F,19-21,International,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1599,UNIT H,2,Full Time,F,19-21,International,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1600,UNIT O,1,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1601,UNIT W,2,Full Time,M,19-21,International,74,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1602,UNIT K,1,Full Time,F,19-21,Domestic,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1603,UNIT O,1,Full Time,F,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1604,UNIT V,2,Full Time,F,19-21,International,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1605,UNIT V,2,Full Time,F,19-21,Domestic,82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1606,UNIT V,2,Full Time,M,22-25,Domestic,73,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0
1607,UNIT H,2,Full Time,M,18 and Under,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1608,UNIT K,1,Full Time,M,18 and Under,Domestic,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1609,UNIT Z,1,Full Time,F,19-21,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1610,UNIT O,1,Full Time,M,19-21,International,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1611,UNIT O,1,Full Time,F,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1612,UNIT O,1,Full Time,M,Over 25,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1613,UNIT H,2,Full Time,M,19-21,Domestic,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1614,UNIT X,1,Full Time,M,19-21,Domestic,89,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1615,UNIT G,2,Full Time,M,18 and Under,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1616,UNIT Q,2,Full Time,F,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1617,UNIT O,1,Full Time,M,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1618,UNIT V,2,Full Time,M,22-25,Domestic,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1619,UNIT O,1,Full Time,M,19-21,Domestic,31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1620,UNIT O,1,Full Time,M,19-21,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1621,UNIT H,2,Full Time,F,22-25,International,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1622,UNIT S,1,Full Time,F,19-21,International,37,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
1623,UNIT X,2,Full Time,F,19-21,Domestic,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1624,UNIT W,2,Full Time,F,19-21,Domestic,86,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1625,UNIT O,1,Full Time,M,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1626,UNIT X,1,Full Time,F,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1627,UNIT Q,2,Full Time,F,18 and Under,International,69,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1628,UNIT S,1,Full Time,M,19-21,International,39,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1629,UNIT W,2,Full Time,M,22-25,International,76,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1630,UNIT H,2,Full Time,M,19-21,International,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1631,UNIT Z,1,Full Time,M,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1632,UNIT S,1,Full Time,M,22-25,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1633,UNIT T,2,Full Time,F,19-21,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1634,UNIT K,1,Full Time,M,19-21,Domestic,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1635,UNIT Q,2,Full Time,F,19-21,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1636,UNIT H,2,Full Time,M,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1637,UNIT O,1,Full Time,M,19-21,Domestic,64,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1638,UNIT H,2,Full Time,M,18 and Under,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1639,UNIT C,1,Full Time,F,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1640,UNIT X,1,Full Time,F,19-21,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1641,UNIT A,1,Full Time,M,19-21,International,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1642,UNIT X,2,Full Time,M,22-25,Domestic,43,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1643,UNIT G,2,Full Time,F,19-21,Domestic,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1644,UNIT C,1,Full Time,F,18 and Under,Domestic,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1645,UNIT V,2,Full Time,M,18 and Under,International,61,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1646,UNIT H,2,Full Time,M,19-21,International,53,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1647,UNIT K,1,Full Time,M,19-21,Domestic,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1648,UNIT S,1,Full Time,M,19-21,Domestic,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1649,UNIT O,1,Full Time,F,19-21,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1650,UNIT Z,1,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1651,UNIT Y,1,Full Time,M,18 and Under,Domestic,92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1652,UNIT O,1,Full Time,F,19-21,International,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1653,UNIT S,2,Full Time,F,19-21,International,63,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1
1654,UNIT S,1,Full Time,M,19-21,International,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1655,UNIT T,2,Full Time,M,19-21,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1656,UNIT H,2,Full Time,F,19-21,Domestic,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1657,UNIT T,2,Full Time,M,19-21,International,62,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1658,UNIT W,2,Full Time,F,19-21,International,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1659,UNIT G,2,Full Time,F,19-21,Domestic,52,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
1660,UNIT X,1,Full Time,F,19-21,Domestic,63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1661,UNIT S,2,Full Time,M,19-21,Domestic,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1662,UNIT G,2,Full Time,F,19-21,Domestic,34,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0
1663,UNIT V,2,Full Time,M,19-21,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1664,UNIT H,2,Part Time,F,19-21,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1665,UNIT Y,1,Full Time,M,18 and Under,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1666,UNIT Z,1,Full Time,M,18 and Under,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1667,UNIT K,1,Full Time,M,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1668,UNIT C,1,Part Time,F,Over 25,Domestic,45,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1669,UNIT G,2,Full Time,F,18 and Under,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1670,UNIT O,1,Full Time,F,19-21,Domestic,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1671,UNIT A,1,Full Time,F,19-21,International,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1672,UNIT K,1,Full Time,F,19-21,Domestic,41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1673,UNIT W,2,Full Time,M,19-21,Domestic,46,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1674,UNIT A,1,Full Time,M,19-21,Domestic,52,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1675,UNIT H,2,Full Time,F,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1676,UNIT O,1,Full Time,F,Over 25,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1677,UNIT S,1,Full Time,M,19-21,Domestic,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1678,UNIT G,2,Full Time,F,19-21,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1679,UNIT G,2,Full Time,F,18 and Under,International,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1680,UNIT T,2,Full Time,M,19-21,International,76,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1681,UNIT M,1,Full Time,F,19-21,International,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1682,UNIT A,1,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1683,UNIT Q,2,Full Time,M,19-21,Domestic,66,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1684,UNIT V,2,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1685,UNIT O,1,Full Time,M,19-21,International,50,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1686,UNIT V,2,Full Time,M,19-21,Domestic,79,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1687,UNIT Q,2,Full Time,F,19-21,Domestic,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1688,UNIT O,1,Full Time,M,19-21,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1689,UNIT Z,1,Full Time,M,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1690,UNIT G,2,Full Time,M,19-21,Domestic,58,1,1,1,1,0,1,0,0,1,1,0,1,1,1,0
1691,UNIT Q,2,Full Time,M,19-21,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1692,UNIT S,2,Full Time,M,19-21,International,56,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0
1693,UNIT S,1,Full Time,M,19-21,International,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1694,UNIT Q,2,Full Time,M,19-21,International,44,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0
1695,UNIT O,1,Full Time,M,19-21,International,36,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
1696,UNIT G,2,Full Time,F,18 and Under,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1697,UNIT O,1,Full Time,M,19-21,International,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1698,UNIT S,1,Full Time,F,19-21,International,37,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1699,UNIT W,2,Full Time,M,19-21,Domestic,64,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1700,UNIT O,1,Full Time,M,18 and Under,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1701,UNIT Y,1,Full Time,F,19-21,Domestic,61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1702,UNIT V,2,Full Time,F,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1703,UNIT X,1,Full Time,F,18 and Under,Domestic,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1704,UNIT O,1,Full Time,M,Over 25,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1705,UNIT T,2,Part Time,M,22-25,Domestic,77,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1706,UNIT M,1,Full Time,F,22-25,Domestic,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1707,UNIT O,1,Full Time,M,22-25,International,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1708,UNIT A,1,Part Time,M,22-25,Domestic,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1709,UNIT Q,2,Full Time,F,22-25,International,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1710,UNIT G,2,Part Time,M,22-25,International,43,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1
1711,UNIT G,2,Full Time,F,19-21,Domestic,57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1712,UNIT O,1,Full Time,M,18 and Under,International,72,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1713,UNIT O,1,Full Time,F,19-21,International,71,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1714,UNIT Q,2,Full Time,M,18 and Under,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
1715,UNIT Q,2,Full Time,F,19-21,Domestic,50,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1716,UNIT Y,1,Full Time,M,18 and Under,Domestic,89,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1717,UNIT H,2,Full Time,M,19-21,International,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1718,UNIT A,1,Full Time,M,19-21,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1719,UNIT A,1,Full Time,M,19-21,International,44,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1720,UNIT Q,2,Full Time,F,18 and Under,Domestic,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1721,UNIT Q,2,Full Time,F,18 and Under,Domestic,56,1,1,1,1,0,1,0,1,0,0,0,1,0,0,1
1722,UNIT A,1,Full Time,F,19-21,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1723,UNIT O,1,Full Time,F,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1724,UNIT H,2,Full Time,F,19-21,International,54,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1725,UNIT Y,1,Full Time,F,19-21,International,69,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1726,UNIT V,2,Full Time,F,19-21,Domestic,76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1727,UNIT G,2,Full Time,F,19-21,Domestic,78,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
1728,UNIT X,2,Full Time,F,19-21,International,57,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1729,UNIT Q,2,Full Time,F,19-21,International,42,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
1730,UNIT T,2,Full Time,F,19-21,International,100,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1731,UNIT S,2,Full Time,F,19-21,International,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1732,UNIT Q,2,Full Time,F,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1733,UNIT H,2,Part Time,F,19-21,Domestic,60,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1734,UNIT H,2,Full Time,F,18 and Under,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1735,UNIT O,1,Full Time,F,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1736,UNIT W,2,Full Time,M,19-21,Domestic,71,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1737,UNIT O,1,Full Time,F,18 and Under,Domestic,74,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1738,UNIT O,1,Full Time,M,19-21,Domestic,46,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1739,UNIT S,1,Full Time,M,19-21,International,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1740,UNIT O,1,Full Time,F,18 and Under,Domestic,83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1741,UNIT K,1,Full Time,M,18 and Under,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1742,UNIT S,2,Full Time,F,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1743,UNIT Y,1,Full Time,M,19-21,International,62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1744,UNIT W,2,Full Time,M,19-21,International,74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1745,UNIT S,1,Full Time,F,19-21,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1746,UNIT S,2,Full Time,M,19-21,Domestic,27,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1747,UNIT S,1,Full Time,M,19-21,Domestic,58,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1748,UNIT S,1,Full Time,M,19-21,International,75,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1749,UNIT H,2,Full Time,M,18 and Under,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1750,UNIT Q,2,Full Time,M,19-21,Domestic,75,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
1751,UNIT G,2,Full Time,M,19-21,Domestic,41,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0
1752,UNIT M,1,Full Time,M,19-21,International,26,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1
1753,UNIT H,2,Full Time,F,19-21,Domestic,59,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1754,UNIT A,1,Full Time,F,18 and Under,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1755,UNIT Q,2,Full Time,F,19-21,International,78,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1756,UNIT O,1,Full Time,M,18 and Under,Domestic,73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1757,UNIT Q,2,Full Time,M,19-21,International,56,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1758,UNIT S,1,Full Time,M,19-21,International,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1759,UNIT A,1,Full Time,M,19-21,Domestic,55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1760,UNIT O,1,Full Time,F,19-21,International,70,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
1761,UNIT S,1,Full Time,F,18 and Under,Domestic,53,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1762,UNIT S,1,Full Time,F,19-21,International,73,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1763,UNIT X,1,Full Time,F,18 and Under,Domestic,88,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1764,UNIT A,1,Full Time,F,19-21,Domestic,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1765,UNIT A,1,Full Time,M,19-21,Domestic,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1766,UNIT W,2,Full Time,M,22-25,International,56,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1767,UNIT S,1,Full Time,F,19-21,International,68,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1768,UNIT O,1,Full Time,M,19-21,Domestic,66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1769,UNIT Y,1,Full Time,M,19-21,Domestic,65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1770,UNIT O,1,Full Time,M,18 and Under,Domestic,81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
